Date;Suburb;Status;Location;Area;Minimum temperature (�C);Maximum temperature (�C);Rainfall (mm);Evaporation (mm);Sunshine (hours);Speed of maximum wind gust (km/h)
1/28/24;Tuart Hill;SAFE;NULL;NULL;17,01;27.01.00;0;10;12,01;39
1/28/24;Whitby;SAFE;NULL;NULL;13,03;28;0;10;12,01;44
1/4/24;Bayswater;SAFE;NULL;NULL;16,02;31.01.00;0;11,06;13,01;50
1/4/24;Bickley;SAFE;NULL;NULL;13;28.07.00;0;10;13;67
1/4/24;Clarkson;SAFE;NULL;NULL;16,04;32.05.00;0;10;13,01;57
1/4/24;Duncraig;SAFE;NULL;NULL;16,02;31.01.00;0;11,06;13,01;50
1/4/24;Glen Forrest;SAFE;NULL;NULL;14,05;30.07.00;0;10;13;72
1/4/24;Inglewood;SAFE;NULL;NULL;16,02;31.01.00;0;11,06;13,01;50
1/4/24;Kings Park;SAFE;NULL;NULL;16,02;31.01.00;0;11,06;13,01;50
1/4/24;Mardella;SAFE;NULL;NULL;16,04;31.06.00;0;10;13,01;56
1/4/24;North Lake;SAFE;NULL;NULL;16,04;31.06.00;0;10;13,01;56
1/4/24;Port Kennedy;SAFE;NULL;NULL;17,01;31.09.00;0;10;13;56
1/4/24;Singleton;SAFE;NULL;NULL;16,06;32.03.00;0;10;13;41
1/4/24;Westminster;SAFE;NULL;NULL;16,02;31.01.00;0;11,06;13,01;50
1/4/24;Beaconsfield;SAFE;NULL;NULL;16,04;32.02.00;0;10;13;52
1/4/24;Bicton;SAFE;NULL;NULL;16,04;32.02.00;0;10;13;52
1/4/24;Clifton Park;SAFE;NULL;NULL;16,06;32.03.00;0;10;13;41
1/4/24;East Cannington;SAFE;NULL;NULL;16,02;31.07.00;0;11,06;13,01;61
1/4/24;Greenwood;SAFE;NULL;NULL;16,02;31.01.00;0;11,06;13,01;50
1/4/24;Innaloo;SAFE;NULL;NULL;16,02;31.01.00;0;11,06;13,01;50
1/4/24;Leederville;SAFE;NULL;NULL;16,02;31.01.00;0;11,06;13,01;50
1/4/24;Marmion;SAFE;NULL;NULL;16,04;32.02.00;0;10;13;52
1/4/24;North Perth;SAFE;NULL;NULL;16,02;31.01.00;0;11,06;13,01;50
1/4/24;Queens Park;SAFE;NULL;NULL;16,02;31.07.00;0;11,06;13,01;61
1/4/24;Tuart Hill;SAFE;NULL;NULL;16,02;31.01.00;0;11,06;13,01;50
1/4/24;Whitby;SAFE;NULL;NULL;16,04;31.06.00;0;10;13,01;56
1/18/24;Bayswater;SAFE;NULL;NULL;21,02;26.08.00;0;10;11;35
1/18/24;Bickley;SAFE;NULL;NULL;18,07;25.01.00;0;10;13;46
1/18/24;Clarkson;SAFE;NULL;NULL;20,03;29;0;10;11;50
1/18/24;Duncraig;SAFE;NULL;NULL;21,02;26.08.00;0;10;11;35
1/18/24;Glen Forrest;SAFE;NULL;NULL;19,08;28.02.00;0;10;13;48
1/18/24;Inglewood;SAFE;NULL;NULL;21,02;26.08.00;0;10;11;35
1/18/24;Kings Park;SAFE;NULL;NULL;21,02;26.08.00;0;10;11;35
1/18/24;Mardella;SAFE;NULL;NULL;21,06;27.06.00;0;10;11;43
1/18/24;North Lake;SAFE;NULL;NULL;21,06;27.06.00;0;10;11;43
1/18/24;Port Kennedy;SAFE;NULL;NULL;21,06;26.02.00;0;10;13;39
1/18/24;Singleton;SAFE;NULL;NULL;21,06;26.03.00;0;10;13;35
1/18/24;Westminster;SAFE;NULL;NULL;21,02;26.08.00;0;10;11;35
1/18/24;Beaconsfield;SAFE;NULL;NULL;21,04;26.06.00;0;10;13;37
1/18/24;Bicton;SAFE;NULL;NULL;21,04;26.06.00;0;10;13;37
1/18/24;Clifton Park;SAFE;NULL;NULL;21,06;26.03.00;0;10;13;35
1/18/24;East Cannington;SAFE;NULL;NULL;21,03;27.09.00;0;10;11;44
1/18/24;Greenwood;SAFE;NULL;NULL;21,02;26.08.00;0;10;11;35
1/18/24;Innaloo;SAFE;NULL;NULL;21,02;26.08.00;0;10;11;35
1/18/24;Leederville;SAFE;NULL;NULL;21,02;26.08.00;0;10;11;35
1/18/24;Marmion;SAFE;NULL;NULL;21,04;26.06.00;0;10;13;37
1/18/24;North Perth;SAFE;NULL;NULL;21,02;26.08.00;0;10;11;35
1/18/24;Queens Park;SAFE;NULL;NULL;21,03;27.09.00;0;10;11;44
1/18/24;Tuart Hill;SAFE;NULL;NULL;21,02;26.08.00;0;10;11;35
1/18/24;Whitby;SAFE;NULL;NULL;21,06;27.06.00;0;10;11;43
1/30/24;Bayswater;SAFE;NULL;NULL;18;36;0;10;12,09;37
1/30/24;Bickley;SAFE;NULL;NULL;13,09;36.05.00;0;10;13;52
1/30/24;Clarkson;SAFE;NULL;NULL;15,08;39.05.00;0;10;12,09;57
1/30/24;Duncraig;SAFE;NULL;NULL;18;36;0;10;12,09;37
1/30/24;Glen Forrest;SAFE;NULL;NULL;16,01;39.06.00;0;10;13;61
1/30/24;Inglewood;SAFE;NULL;NULL;18;36;0;10;12,09;37
1/30/24;Kings Park;SAFE;NULL;NULL;18;36;0;10;12,09;37
1/30/24;Mardella;SAFE;NULL;NULL;17,01;36.03.00;0;10;12,09;48
1/30/24;North Lake;SAFE;NULL;NULL;17,01;36.03.00;0;10;12,09;48
1/30/24;Port Kennedy;SAFE;NULL;NULL;17,06;33.08.00;0;10;13;50
1/30/24;Singleton;SAFE;NULL;NULL;17,04;34.07.00;0;10;13;33
1/30/24;Westminster;SAFE;NULL;NULL;18;36;0;10;12,09;37
1/30/24;Beaconsfield;SAFE;NULL;NULL;18,02;35.01.00;0;10;13;43
1/30/24;Bicton;SAFE;NULL;NULL;18,02;35.01.00;0;10;13;43
1/30/24;Clifton Park;SAFE;NULL;NULL;17,04;34.07.00;0;10;13;33
1/30/24;East Cannington;SAFE;NULL;NULL;17,05;38.03.00;0;10;12,09;67
1/30/24;Greenwood;SAFE;NULL;NULL;18;36;0;10;12,09;37
1/30/24;Innaloo;SAFE;NULL;NULL;18;36;0;10;12,09;37
1/30/24;Leederville;SAFE;NULL;NULL;18;36;0;10;12,09;37
1/30/24;Marmion;SAFE;NULL;NULL;18,02;35.01.00;0;10;13;43
1/30/24;North Perth;SAFE;NULL;NULL;18;36;0;10;12,09;37
1/30/24;Queens Park;SAFE;NULL;NULL;17,05;38.03.00;0;10;12,09;67
1/30/24;Tuart Hill;SAFE;NULL;NULL;18;36;0;10;12,09;37
1/30/24;Whitby;SAFE;NULL;NULL;17,01;36.03.00;0;10;12,09;48
1/3/24;Bayswater;SAFE;NULL;NULL;19,01;31.06.00;0;5,06;11,03;41
1/3/24;Bickley;SAFE;NULL;NULL;15,09;29.02.00;0;10;;76
1/3/24;Clarkson;SAFE;NULL;NULL;18,07;32.04.00;0;10;11,03;59
1/3/24;Duncraig;SAFE;NULL;NULL;19,01;31.06.00;0;5,06;11,03;41
1/3/24;Glen Forrest;SAFE;NULL;NULL;17,05;30.09.00;0;10;13;76
1/3/24;Inglewood;SAFE;NULL;NULL;19,01;31.06.00;0;5,06;11,03;41
1/3/24;Kings Park;SAFE;NULL;NULL;19,01;31.06.00;0;5,06;11,03;41
1/3/24;Mardella;SAFE;NULL;NULL;18,09;32;0;10;11,03;59
1/3/24;North Lake;SAFE;NULL;NULL;18,09;32;0;10;11,03;59
1/3/24;Port Kennedy;SAFE;NULL;NULL;18,09;32.04.00;0;10;13;52
1/3/24;Singleton;SAFE;NULL;NULL;18,09;31.08.00;0;10;13;48
1/3/24;Westminster;SAFE;NULL;NULL;19,01;31.06.00;0;5,06;11,03;41
1/3/24;Beaconsfield;SAFE;NULL;NULL;18,09;32.03.00;0;10;13;48
1/3/24;Bicton;SAFE;NULL;NULL;18,09;32.03.00;0;10;13;48
1/3/24;Clifton Park;SAFE;NULL;NULL;18,09;31.08.00;0;10;13;48
1/3/24;East Cannington;SAFE;NULL;NULL;19,02;31.08.00;0;5,06;11,03;63
1/3/24;Greenwood;SAFE;NULL;NULL;19,01;31.06.00;0;5,06;11,03;41
1/3/24;Innaloo;SAFE;NULL;NULL;19,01;31.06.00;0;5,06;11,03;41
1/3/24;Leederville;SAFE;NULL;NULL;19,01;31.06.00;0;5,06;11,03;41
1/3/24;Marmion;SAFE;NULL;NULL;18,09;32.03.00;0;10;13;48
1/3/24;North Perth;SAFE;NULL;NULL;19,01;31.06.00;0;5,06;11,03;41
1/3/24;Queens Park;SAFE;NULL;NULL;19,02;31.08.00;0;5,06;11,03;63
1/3/24;Tuart Hill;SAFE;NULL;NULL;19,01;31.06.00;0;5,06;11,03;41
1/3/24;Whitby;SAFE;NULL;NULL;18,09;32;0;10;11,03;59
1/24/24;Bayswater;SAFE;NULL;NULL;17,05;28.02.00;0;8,06;12,09;46
1/24/24;Bickley;SAFE;NULL;NULL;14,04;29.06.00;0;10;13;43
1/24/24;Clarkson;SAFE;NULL;NULL;15,06;32.01.00;0;10;12,09;50
1/24/24;Duncraig;SAFE;NULL;NULL;17,05;28.02.00;0;8,06;12,09;46
1/24/24;Glen Forrest;SAFE;NULL;NULL;16,01;31.02.00;0;10;13;56
1/24/24;Inglewood;SAFE;NULL;NULL;17,05;28.02.00;0;8,06;12,09;46
1/24/24;Kings Park;SAFE;NULL;NULL;17,05;28.02.00;0;8,06;12,09;46
1/24/24;Mardella;SAFE;NULL;NULL;16,02;29.04.00;0;10;12,09;50
1/24/24;North Lake;SAFE;NULL;NULL;16,02;29.04.00;0;10;12,09;50
1/24/24;Port Kennedy;SAFE;NULL;NULL;18,05;24.04.00;0;10;13;65
1/24/24;Singleton;SAFE;NULL;NULL;18;27.03.00;0;10;13;48
1/24/24;Westminster;SAFE;NULL;NULL;17,05;28.02.00;0;8,06;12,09;46
1/24/24;Beaconsfield;SAFE;NULL;NULL;17,08;26.08.00;0;10;13;52
1/24/24;Bicton;SAFE;NULL;NULL;17,08;26.08.00;0;10;13;52
1/24/24;Clifton Park;SAFE;NULL;NULL;18;27.03.00;0;10;13;48
1/24/24;East Cannington;SAFE;NULL;NULL;16,08;31.01.00;0;8,06;12,09;52
1/24/24;Greenwood;SAFE;NULL;NULL;17,05;28.02.00;0;8,06;12,09;46
1/24/24;Innaloo;SAFE;NULL;NULL;17,05;28.02.00;0;8,06;12,09;46
1/24/24;Leederville;SAFE;NULL;NULL;17,05;28.02.00;0;8,06;12,09;46
1/24/24;Marmion;SAFE;NULL;NULL;17,08;26.08.00;0;10;13;52
1/24/24;North Perth;SAFE;NULL;NULL;17,05;28.02.00;0;8,06;12,09;46
1/24/24;Queens Park;SAFE;NULL;NULL;16,08;31.01.00;0;8,06;12,09;52
1/24/24;Tuart Hill;SAFE;NULL;NULL;17,05;28.02.00;0;8,06;12,09;46
1/24/24;Whitby;SAFE;NULL;NULL;16,02;29.04.00;0;10;12,09;50
12/8/23;Postans;BURNT;POSTANS;CITY OF KWINANA;13,01;26.01.00;0;7,04;13;56
12/8/23;Hamersley;BURNT;HAMERSLEY RANGE;SHIRE OF ASHBURTON;15,02;24.07.00;0;7,04;13;50
12/15/23;Stratton;BURNT;MIDDLE SWAN and STRATTON;CITY OF SWAN;15,06;33.08.00;0;10,08;12,07;37
12/15/23;Middle Swan;BURNT;MIDDLE SWAN and STRATTON;CITY OF SWAN;15,06;33.08.00;0;10,08;12,07;37
12/29/23;Armadale;BURNT;ROLEYSTONE;CITY OF ARMADALE;17,03;33.01.00;0;14,02;11;61
12/29/23;Roleystone;BURNT;ROLEYSTONE;CITY OF ARMADALE;14;29.05.00;0;14,02;12,07;65
2/9/24;Guildford;BURNT;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;18,08;43.04.00;0;14,02;12,05;46
2/9/24;Belmont;BURNT;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;19,09;42;0;14,02;12,05;33
2/9/24;Ascot;BURNT;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;19,09;42;0;14,02;12,05;33
2/9/24;Perth Airport;BURNT;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;18,08;43.04.00;0;14,02;12,05;46
2/9/24;Redcliffe;BURNT;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;19,09;42;0;14,02;12,05;33
2/9/24;South Guildford;BURNT;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;18,08;43.04.00;0;14,02;12,05;46
2/9/24;South Perth;BURNT;ASCOT, PERTH AIRPORT, REDCLIFFE and SOUTH GUILDFORD;CITIES of BELMONT and SWAN;19,09;42;0;14,02;12,05;33
2/9/24;Stratton;BURNT;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;20,02;43.06.00;0;14,02;12,05;35
2/9/24;Middle Swan;BURNT;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;20,02;43.06.00;0;14,02;12,05;35
2/9/24;Midvale;BURNT;STRATTON, MIDDLE SWAN and MIDVALE;CITY OF SWAN;23;43.09.00;0;14,02;12,07;52
2/9/24;Jarrahdale;BURNT;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;20,02;43.06.00;0;14,02;12,05;35
2/9/24;Casuarina;BURNT;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;20,06;41.03.00;0;14,02;12,07;31
2/9/24;Oldbury;BURNT;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;21;42.06.00;0;14,02;12,05;44
2/9/24;Serpentine;BURNT;CASUARINA and OLDBURY;CITY OF KWINANA and SHIRE OF SERPENTINE JARRAHDALE;20,06;41.03.00;0;14,02;12,07;31
2/23/24;Eglinton;BURNT;EGLINTON and YANCHEP;CITY OF WANNEROO;17,09;37.07.00;0;9;12,01;39
2/23/24;Yanchep;BURNT;EGLINTON and YANCHEP;CITY OF WANNEROO;18,08;39.09.00;0;14,02;12,07;52
2/23/24;Wanneroo;BURNT;EGLINTON and YANCHEP;CITY OF WANNEROO;17,09;37.07.00;0;9;12,01;39
1/5/24;East Rockingham;BURNT;EAST ROCKINGHAM;CITY OF ROCKINGHAM;17;28.07.00;0;14,02;12,07;52
1/5/24;Rockingham;BURNT;EAST ROCKINGHAM;CITY OF ROCKINGHAM;17;28.07.00;0;14,02;12,07;52
1/19/24;Hamersley;BURNT;NANUTARRA and HAMERSLEY RANGE;SHIRE OF ASHBURTON;21,04;27.06.00;0;10,02;12,08;37
1/19/24;Yanchep;BURNT;BAMBUN, MUCHEA, YANCHEP and YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING;20,05;NULL;0;14,02;12,07;52
1/19/24;Wanneroo;BURNT;BAMBUN, MUCHEA, YANCHEP and YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING;21,04;27.06.00;0;10,02;12,08;37
12/4/23;Wanneroo;BURNT;JANDABUP and MARIGINIUP;CITY OF WANNEROO;18,04;26.05.00;0;8;11,08;33
12/4/23;Mariginiup;BURNT;JANDABUP and MARIGINIUP;CITY OF WANNEROO;16,05;29.07.00;0;14,02;11,08;48
12/11/23;South Lake;BURNT;Lake Muir Nature Reserve;Shire of Manjimup;15,02;33.09.00;0;10,04;13,02;61
12/25/23;The Spectacles;BURNT;POSTANS and THE SPECTACLES;CITY OF KWINANA;20,01;36.02.00;0;14,02;12;41
12/25/23;Postans;BURNT;POSTANS and THE SPECTACLES;CITY OF KWINANA;20;37.05.00;0;9,04;12;41
2/5/24;Swan View;BURNT;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;13,06;28.07.00;0;14,02;12,07;44
2/5/24;Stratton;BURNT;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;14,09;28.09.00;0;10;12,07;31
2/5/24;Midvale;BURNT;STRATTON and parts of MIDVALE and SWAN VIEW;CITY OF SWAN;13,06;28.07.00;0;14,02;12,07;44
2/12/24;Bullsbrook;BURNT;BULLSBROOK;CITY OF SWAN;17;38.01.00;0;14,02;12,04;54
2/19/24;Karrinyup;BURNT;GWELUP and KARRINYUP;CITY OF STIRLING;;42.03.00;0;13,06;5,05;35
2/19/24;Gwelup;BURNT;GWELUP and KARRINYUP;CITY OF STIRLING;;42.03.00;0;13,06;5,05;35
2/19/24;Stirling;BURNT;GWELUP and KARRINYUP;CITY OF STIRLING;;42.03.00;0;13,06;5,05;35
1/1/24;Jarrahdale;BURNT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17,01;30.09.00;0;9;11,08;31
1/1/24;Darling Downs;BURNT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;16;27.08.00;0;14,02;11,08;48
1/1/24;Serpentine;BURNT;DARLING DOWNS;SHIRE OF SERPENTINE-JARRAHDALE;17,09;24.00.00;0;14,02;12,07;67
1/15/24;Gnangara;BURNT;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;22,03;34.04.00;0;11;12,01;26
1/15/24;Wanneroo;BURNT;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;22,03;34.04.00;0;11;12,01;26
1/15/24;Pinjar;BURNT;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING;21,08;36.06.00;0;11;12,01;43
1/15/24;Jarrahdale;BURNT;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;21,02;38.01.00;0;11;12,01;30
1/15/24;Oakford;BURNT;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;23,01;34.05.00;0;14,02;12,01;31
1/15/24;Serpentine;BURNT;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;22;33.01.00;0;14,02;12,07;31
12/9/23;Mandogalup;BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;3,02;28.08.00;0;14,02;13;52
12/9/23;The Spectacles;BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;13,02;28.08.00;0;14,02;13;52
12/9/23;Anketell;BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;13,02;28.08.00;0;14,02;13;52
12/9/23;Postans;BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;13,05;29;0;10,02;13;52
12/9/23;Mandogalup;BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;3,02;28.08.00;0;14,02;13;52
12/9/23;The Spectacles;BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;13,02;28.08.00;0;14,02;13;52
12/9/23;Anketell;BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;13,02;28.08.00;0;14,02;13;52
12/9/23;Postans;BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA;13,05;29;0;10,02;13;52
12/9/23;Ellenbrook;BURNT;ELLENBROOK;CITY OF SWAN;13,08;28.08.00;0;10,02;13;39
2/10/24;Bullsbrook;BURNT;BULLSBROOK;CITY OF SWAN;18,08;44.02.00;0;14,02;12,05;44
2/10/24;Spearwood;BURNT;SPEARWOOD and LAKE COOGEE;CITY OF COCKBURN;20,07;42.06.00;0;14,02;12,05;48
2/10/24;Coogee;BURNT;SPEARWOOD and LAKE COOGEE;CITY OF COCKBURN;20,07;42.06.00;0;14,02;12,05;48
1/13/24;Jarrahdale;BURNT;JARRAHDALE;SHIRE OF SERPENTINE-JARRAHDALE;23,05;41.02.00;0;11;11,03;37
1/13/24;Oakford;BURNT;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE;23,06;40.04.00;1;14,02;11,03;44
1/13/24;Serpentine;BURNT;SERPENTINE;SHIRE OF SERPENTINE-JARRAHDALE;23,06;36.07.00;0;14,02;12,07;41
1/13/24;Success;BURNT;BEELIAR and SUCCESS;CITY OF COCKBURN;23,06;40.04.00;1;14,02;11,03;44
1/13/24;Beeliar;BURNT;BEELIAR and SUCCESS;CITY OF COCKBURN;23,06;40.04.00;1;14,02;11,03;44
12/10/23;Bullsbrook;BURNT;BULLSBROOK;CITY OF SWAN;14,05;31.05.00;0;14,02;13,03;50
12/10/23;Jarrahdale;BURNT;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;14,04;31.03.00;0;10,08;13,03;52
12/10/23;Wellard;BURNT;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;15;31.04.00;0;14,02;12,07;50
12/10/23;Oldbury;BURNT;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;14,02;31.02.00;0;14,02;13,03;52
12/10/23;Serpentine;BURNT;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA;15;31.04.00;0;14,02;12,07;50
12/17/23;Bullsbrook;BURNT;BULLSBROOK;CITY OF SWAN;18,07;35.02.00;0;14,02;13,02;54
12/24/23;Kalamunda;BURNT;WATTLE GROVE;CITY OF KALAMUNDA;14,08;36.00.00;0;14,02;12,07;78
12/24/23;Wattle Grove;BURNT;WATTLE GROVE;CITY OF KALAMUNDA;14,08;36.00.00;0;14,02;12,07;78
1/7/24;East Rockingham;BURNT;EAST ROCKINGHAM;CITY OF ROCKINGHAM;19,02;30.09.00;0;14,02;12,07;43
1/7/24;Rockingham;BURNT;EAST ROCKINGHAM;CITY OF ROCKINGHAM;19,02;30.09.00;0;14,02;12,07;43
1/7/24;Jarrahdale;BURNT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16,09;37.03.00;0;9,02;12,07;30
1/7/24;Oldbury;BURNT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;16,07;35.01.00;0;14,02;12,07;39
1/7/24;Serpentine;BURNT;OLDBURY;SHIRE OF SERPENTINE-JARRAHDALE;19,02;30.09.00;0;14,02;12,07;43
1/4/24;Forrestdale;BURNT;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;16,04;31.06.00;0;14,02;13,01;56
1/4/24;Champion Lakes;BURNT;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;16,04;31.06.00;0;14,02;13,01;56
1/4/24;Armadale;BURNT;CHAMPION LAKES, SEVILLE GROVE and FORRESTDALE;CITY OF ARMADALE;16,04;31.06.00;0;14,02;13,01;56
12/19/23;Kalamunda;BURNT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;4,04;30.08.00;0;14,02;12,07;80
12/19/23;Kewdale;BURNT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16,03;32.08.00;0;12;12,03;63
12/19/23;Welshpool;BURNT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16,03;32.08.00;0;12;12,03;63
12/19/23;Wattle Grove;BURNT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;14,04;30.08.00;0;14,02;12,07;80
12/19/23;Belmont;BURNT;KEWDALE, WATTLE GROVE and WELSHPOOL;CITIES OF BELMONT, CANNING and KALAMUNDA;16,07;31.02.00;0;13;13,02;41
2/13/24;Gosnells;BURNT;MARTIN;CITY OF GOSNELLS;18,08;36.01.00;0;14,02;12,04;52
1/9/24;Yanchep;BURNT;Yanchep National Park;CITY OF WANNEROO;16,04;31.09.00;0;14,02;12,07;48
1/9/24;Wanneroo;BURNT;Yanchep National Park;CITY OF WANNEROO;18,01;30.06.00;0;12,04;13;48
1/23/24;Gnangara;BURNT;MUCHEA and PINJAR;SHIRE OF CHITTERING and CITY OF WANNEROO;16,06;27.07.00;0;9,04;13;39
1/23/24;Wanneroo;BURNT;MUCHEA and PINJAR;SHIRE OF CHITTERING and CITY OF WANNEROO;16,06;27.07.00;0;9,04;13;39
1/23/24;Pinjar;BURNT;MUCHEA and PINJAR;SHIRE OF CHITTERING and CITY OF WANNEROO;13,06;29.09.00;0;9,04;13;48
12/6/23;South Lake;BURNT;Lake Muir Nature Reserve;Shire of Manjimup;16,06;33;0;7,02;13,01;48
12/20/23;The Vines;BURNT;THE VINES;CITY OF SWAN;20,01;37.05.00;0;14,02;11,03;70
12/27/23;Mundaring;BURNT;PARKERVILLE;SHIRE OF MUNDARING;15,06;28;0;14,02;12,07;50
12/27/23;Parkerville;BURNT;PARKERVILLE;SHIRE OF MUNDARING;15,06;28;0;14,02;12,07;50
12/27/23;Jarrahdale;BURNT;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16,09;28.02.00;0;8,04;12,07;37
12/27/23;Keysbrook;BURNT;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;14,05;27.05.00;0;14,02;12,07;52
12/27/23;Serpentine;BURNT;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17,09;24.02.00;0;14,02;12,07;57
12/27/23;Jarrahdale;BURNT;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;16,09;28.02.00;0;8,04;12,07;37
12/27/23;Keysbrook;BURNT;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;14,05;27.05.00;0;14,02;12,07;52
12/27/23;Serpentine;BURNT;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY;17,09;24.02.00;0;14,02;12,07;57
12/27/23;Gosnells;BURNT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;57
12/27/23;Champion Lakes;BURNT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;57
12/27/23;Armadale;BURNT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;57
12/27/23;Southern River;BURNT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;57
12/27/23;Gosnells;BURNT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;57
12/27/23;Champion Lakes;BURNT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;57
12/27/23;Armadale;BURNT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;57
12/27/23;Southern River;BURNT;CHAMPION LAKES, GOSNELLS and SOUTHERN RIVER;CITY OF ARMADALE and CITY OF GOSNELLS;16;26.04.00;0;14,02;12,07;57
2/14/24;Mundaring;BURNT;PARKERVILLE;SHIRE OF MUNDARING;15,03;36.08.00;0;14,02;12,07;63
2/14/24;Parkerville;BURNT;PARKERVILLE;SHIRE OF MUNDARING;15,03;36.08.00;0;14,02;12,07;63
1/24/24;South Lake;BURNT;Lake Muir Nature Reserve;SHIRE OF MANJIMUP;16,08;31.01.00;0;8,06;12,09;52
